safety_rank,name,state,district,latitude,longitude,population,population_density,crime_rate,safety_score
271,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,10.8,78.68,847387,11935.03,193913.0,54.15
271,Dindigul,Tamil Nadu,Dindigul,10.37,77.97,207327,182.03,193913.0,54.15
271,Erode,Tamil Nadu,Erode,11.34,77.73,157101,204.56,193913.0,54.15
271,Salem,Tamil Nadu,Salem,11.66,78.15,829267,1538.53,193913.0,54.15
271,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,12.23,79.07,145278,149.16,193913.0,54.15
303,Siwan (Nagar Parishad),Bihar,Siwan,26.22,84.36,135066,1957.48,211079.0,50.09
303,Motihari (Nagar Parishad),Bihar,Purba Champaran,26.6,84.9,126158,1034.08,211079.0,50.09
303,Jamalpur (Nagar Parishad),Bihar,Munger,0.0,0.0,105434,inf,211079.0,50.09
303,Munger,Bihar,Munger,25.38,86.47,213303,823.56,211079.0,50.09
303,Bhagalpur,Bihar,Bhagalpur,25.25,86.99,400146,1170.02,211079.0,50.09
303,Begusarai,Bihar,Begusarai,25.42,86.13,252008,1125.04,211079.0,50.09
303,Hajipur (Nagar Parishad),Bihar,Vaishali,25.68,85.22,147688,7384.4,211079.0,50.09
303,Chapra (Nagar Parishad),Bihar,Saran,25.78,84.71,202352,inf,211079.0,50.09
303,Dinapur Nizamat (Nagar Parishad),Bihar,Patna,25.63,85.05,182429,inf,211079.0,50.09
303,Muzaffarpur,Bihar,Muzaffarpur,26.12,85.37,354462,3811.42,211079.0,50.09
303,Buxar (Nagar Parishad),Bihar,Buxar,25.56,83.98,102861,inf,211079.0,50.09
303,Gaya,Bihar,Gaya,24.78,84.98,474093,inf,211079.0,50.09
303,Jehanabad (Nagar Parishad),Bihar,Jehanabad,25.21,84.98,103202,inf,211079.0,50.09
303,Dehri (Nagar Parishad),Bihar,Rohtas,24.91,84.18,137231,inf,211079.0,50.09
303,Sasaram (Nagar Parishad),Bihar,Rohtas,24.95,84.03,147408,inf,211079.0,50.09
303,Arrah,Bihar,Bhojpur,25.56,84.66,261430,1368.74,211079.0,50.09
303,Aurangabad (Nagar Parishad),Bihar,Aurangabad,24.7,84.35,102244,72.0,211079.0,50.09
303,Bagaha (Nagar Parishad),Bihar,Pashchim Champaran,27.13,84.07,112634,inf,211079.0,50.09
303,Darbhanga,Bihar,Darbhanga,26.15,85.9,296039,1510.4,211079.0,50.09
303,Saharsa (Nagar Parishad),Bihar,Saharsa,25.88,86.6,156540,92.79,211079.0,50.09
303,Katihar,Bihar,Katihar,25.53,87.58,240838,2094.24,211079.0,50.09
303,Purnia,Bihar,Purnia,25.77,87.47,282248,3067.91,211079.0,50.09
303,Kishanganj (Nagar Parishad),Bihar,Kishanganj,26.06,87.9,105782,inf,211079.0,50.09
303,Patna,Bihar,Patna,25.61,85.16,1684297,17013.1,211079.0,50.09
303,Bettiah (Nagar Parishad),Bihar,Pashchim Champaran,26.8,84.5,132209,inf,211079.0,50.09
303,Biharsharif,Bihar,Nalanda,25.18,85.52,297268,1943.69,211079.0,50.09
329,Kochi,Kerala,Ernakulam,9.97,76.28,601574,4663.36,235858.0,44.23
329,Thiruvananthapuram,Kerala,Thiruvananthapuram,8.52,76.94,762535,2475.76,235858.0,44.23
329,Kollam,Kerala,Kollam,8.89,76.61,350131,921.4,235858.0,44.23
329,Thrissur,Kerala,Thrissur,10.53,76.21,315957,501.52,235858.0,44.23
329,Palakkad,Kerala,Palakkad,10.78,76.65,130955,183.67,235858.0,44.23
329,Alappuzha,Kerala,Alappuzha,9.5,76.34,240991,5216.26,235858.0,44.23
329,Kanhangad,Kerala,Kasaragod,12.3,75.08,125564,896.89,235858.0,44.23
329,Kozhikode,Kerala,Kozhikode,11.26,75.78,550440,533.37,235858.0,44.23
329,Malappuram,Kerala,Malappuram,11.07,76.07,101386,3016.54,235858.0,44.23
338,Baran,Rajasthan,Baran,25.1,76.51,117992,188.19,236090.0,44.18
338,Jodhpur,Rajasthan,Jodhpur,26.26,73.01,1056191,536.68,236090.0,44.18
338,Jaipur,Rajasthan,Jaipur,26.92,75.78,3073350,5308.03,236090.0,44.18
338,Udaipur,Rajasthan,Udaipur,24.57,73.69,451100,inf,236090.0,44.18
338,Nagaur,Rajasthan,Nagaur,27.21,73.74,105218,34.43,236090.0,44.18
338,Kota,Rajasthan,Kota,25.0,76.17,1001694,inf,236090.0,44.18
338,Hindaun,Rajasthan,Karauli,26.73,77.03,105452,150.43,236090.0,44.18
338,Dhaulpur,Rajasthan,Dhaulpur,26.7,77.9,133075,253.96,236090.0,44.18
338,Bharatpur,Rajasthan,Bharatpur,27.22,77.49,252838,504.67,236090.0,44.18
338,Gangapur City,Rajasthan,Sawai Madhopur,26.47,76.71,119090,7346.7,236090.0,44.18
338,Sawai Madhopur,Rajasthan,Sawai Madhopur,25.99,76.36,121106,2052.64,236090.0,44.18
338,Sujangarh,Rajasthan,Churu,27.7,74.45,101523,37.75,236090.0,44.18
338,Jhunjhunun,Rajasthan,Jhunjhunun,28.13,75.4,118473,73.18,236090.0,44.18
338,Bhiwadi,Rajasthan,Alwar,28.22,76.87,104921,inf,236090.0,44.18
338,Alwar,Rajasthan,Alwar,27.56,76.63,322568,268.36,236090.0,44.18
338,Hanumangarh,Rajasthan,Hanumangarh,29.63,74.29,150958,inf,236090.0,44.18
338,Ganganagar,Rajasthan,Ganganagar,29.92,73.88,237780,1056.8,236090.0,44.18
338,Bikaner,Rajasthan,Bikaner,28.03,73.3,644406,174.21,236090.0,44.18
338,Churu,Rajasthan,Churu,28.29,74.97,120157,74.77,236090.0,44.18
338,Sikar,Rajasthan,Sikar,27.62,75.13,244497,161.28,236090.0,44.18
338,Kishangarh,Rajasthan,Ajmer,26.59,74.87,154886,90.31,236090.0,44.18
338,Pali,Rajasthan,Pali,25.77,73.32,230075,138.85,236090.0,44.18
338,Ajmer,Rajasthan,Ajmer,26.45,74.64,542321,604.59,236090.0,44.18
338,Beawar,Rajasthan,Ajmer,26.1,74.32,151152,220.02,236090.0,44.18
338,Tonk,Rajasthan,Tonk,26.17,75.78,165294,203.06,236090.0,44.18
338,Bundi,Rajasthan,Bundi,25.43,75.65,103286,54.76,236090.0,44.18
338,Bhilwara,Rajasthan,Bhilwara,25.35,74.64,359483,370.98,236090.0,44.18
338,Banswara,Rajasthan,Banswara,23.55,74.43,101017,89.0,236090.0,44.18
338,Chittaurgarh,Rajasthan,Chittaurgarh,24.88,74.63,116406,118.42,236090.0,44.18
367,Khargone,Madhya Pradesh,Khargone (West Nimar),21.83,75.61,116150,inf,298578.0,29.4
367,Nagda,Madhya Pradesh,Ujjain,0.0,0.0,100039,153.43,298578.0,29.4
367,Ratlam,Madhya Pradesh,Ratlam,23.33,75.04,264914,200.54,298578.0,29.4
367,Mandsaur,Madhya Pradesh,Mandsaur,24.08,75.07,141667,151.52,298578.0,29.4
367,Neemuch,Madhya Pradesh,Neemuch,24.47,74.87,128561,227.14,298578.0,29.4
367,Rewa,Madhya Pradesh,Rewa,24.53,81.3,235654,inf,298578.0,29.4
367,Pithampur,Madhya Pradesh,Dhar,22.61,75.68,126200,631.0,298578.0,29.4
367,Dewas,Madhya Pradesh,Dewas,22.96,76.05,289550,289.26,298578.0,29.4
367,Ujjain,Madhya Pradesh,Ujjain,23.18,75.78,515215,691.56,298578.0,29.4
367,Khandwa,Madhya Pradesh,Khandwa (East Nimar),21.83,76.35,200738,inf,298578.0,29.4
367,Burhanpur,Madhya Pradesh,Burhanpur,21.31,76.23,210886,200.08,298578.0,29.4
367,Murwara (Katni),Madhya Pradesh,Katni,23.48,80.4,221883,349.97,298578.0,29.4
367,Sehore,Madhya Pradesh,Sehore,23.2,77.1,109118,119.78,298578.0,29.4
367,Indore,Madhya Pradesh,Indore,22.72,75.86,1992422,2236.16,298578.0,29.4
367,Bhopal,Madhya Pradesh,Bhopal,23.26,77.41,1798218,6290.11,298578.0,29.4
367,Vidisha,Madhya Pradesh,Vidisha,23.53,77.82,155951,145.61,298578.0,29.4
367,Bhind,Madhya Pradesh,Bhind,26.56,78.79,197585,166.18,298578.0,29.4
367,Shivpuri,Madhya Pradesh,Shivpuri,25.42,77.66,179977,92.92,298578.0,29.4
367,Morena,Madhya Pradesh,Morena,26.5,78.0,200482,187.19,298578.0,29.4
367,Datia,Madhya Pradesh,Datia,25.67,78.46,100284,83.15,298578.0,29.4
367,Gwalior,Madhya Pradesh,Gwalior,26.22,78.18,1054420,395.21,298578.0,29.4
367,Chhatarpur,Madhya Pradesh,Chhatarpur,24.92,79.58,142128,133.45,298578.0,29.4
367,Satna,Madhya Pradesh,Satna,24.58,80.83,282977,inf,298578.0,29.4
367,Damoh,Madhya Pradesh,Damoh,23.84,79.44,139561,113.74,298578.0,29.4
367,Sagar,Madhya Pradesh,Sagar,23.83,78.75,274556,127.29,298578.0,29.4
367,Jabalpur,Madhya Pradesh,Jabalpur,23.17,79.93,1069292,932.25,298578.0,29.4
367,Hoshangabad,Madhya Pradesh,Hoshangabad,22.74,77.74,117988,510.77,298578.0,29.4
367,Seoni,Madhya Pradesh,Seoni,22.09,79.54,102343,72.53,298578.0,29.4
367,Chhindwara,Madhya Pradesh,Chhindwara,22.06,78.94,175052,279.19,298578.0,29.4
367,Singrauli,Madhya Pradesh,Singrauli,24.2,82.65,220257,115.44,298578.0,29.4
367,Betul,Madhya Pradesh,Betul,21.92,77.9,103330,76.71,298578.0,29.4
367,Guna,Madhya Pradesh,Guna,24.65,77.32,180935,110.6,298578.0,29.4
399,Sultan Pur Majra,Delhi,North West,28.67,77.07,181554,inf,300429.0,28.97
399,Hastsal,Delhi,West,28.63,77.05,176877,inf,300429.0,28.97
399,Kirari Suleman Nagar,Delhi,North West,28.69,77.06,283211,inf,300429.0,28.97
399,DMC,Delhi,North West,0.0,0.0,11007835,inf,300429.0,28.97
399,Karawal Nagar,Delhi,North East,28.72,77.27,224281,inf,300429.0,28.97
399,Nangloi Jat,Delhi,West,28.66,77.06,205596,4111.92,300429.0,28.97
399,Deoli,Delhi,South,28.5,77.23,169122,inf,300429.0,28.97
399,Delhi Cantonment,Delhi,South West,28.6,77.13,101704,2365.21,300429.0,28.97
399,Mustafabad,Delhi,North East,28.71,77.27,127167,inf,300429.0,28.97
399,Burari,Delhi,North,28.75,77.18,146190,inf,300429.0,28.97
399,Dallo Pura,Delhi,East,28.6,77.32,154791,inf,300429.0,28.97
399,Gokal Pur,Delhi,North East,28.67,77.26,121870,inf,300429.0,28.97
399,Mandoli,Delhi,North East,0.0,0.0,120417,inf,300429.0,28.97
399,Bhalswa Jahangir Pur,Delhi,North West,28.73,77.16,197148,inf,300429.0,28.97
413,Panvel,Maharashtra,Raigarh,18.98,73.1,180020,293.67,374038.0,11.56
413,Pimpri Chinchwad,Maharashtra,Pune,18.62,73.8,1727692,9545.26,374038.0,11.56
413,Bid,Maharashtra,Bid,18.99,75.76,146709,3260.2,374038.0,11.56
413,Osmanabad,Maharashtra,Osmanabad,18.19,76.04,111825,83.02,374038.0,11.56
413,Greater Mumbai,Maharashtra,Mumbai Suburban,0.0,0.0,12478447,20693.94,374038.0,11.56
413,Ambarnath,Maharashtra,Thane,19.2,73.18,253475,772.79,374038.0,11.56
413,Latur,Maharashtra,Latur,18.41,76.58,382940,379.52,374038.0,11.56
413,Ahmadnagar,Maharashtra,Ahmadnagar,19.08,74.73,350859,8927.71,374038.0,11.56
413,Pune,Maharashtra,Pune,18.52,73.86,3124458,9432.04,374038.0,11.56
413,Jalna,Maharashtra,Jalna,19.85,75.89,285577,244.5,374038.0,11.56
413,Parbhani,Maharashtra,Parbhani,19.26,76.77,307170,271.59,374038.0,11.56
413,Bhusawal,Maharashtra,Jalgaon,21.05,75.8,187421,413.73,374038.0,11.56
413,Jalgaon,Maharashtra,Jalgaon,21.0,75.56,460228,559.89,374038.0,11.56
413,Nandurbar,Maharashtra,Nandurbar,21.37,74.25,111037,105.35,374038.0,11.56
413,Dhule,Maharashtra,Dhule,20.9,74.77,375559,190.45,374038.0,11.56
413,Akola,Maharashtra,Akola,20.71,77.0,425817,373.2,374038.0,11.56
413,Achalpur,Maharashtra,Amravati,21.25,77.5,112311,168.38,374038.0,11.56
413,Wardha,Maharashtra,Wardha,20.73,78.6,106444,137.35,374038.0,11.56
413,Amravati,Maharashtra,Amravati,20.94,77.78,647057,715.77,374038.0,11.56
413,Hinganghat,Maharashtra,Wardha,20.55,78.84,101805,111.75,374038.0,11.56
413,Udgir,Maharashtra,Latur,18.39,77.11,103550,140.69,374038.0,11.56
413,Sangli Miraj Kupwad,Maharashtra,Sangli,16.86,74.56,502793,inf,374038.0,11.56
413,Kolhapur,Maharashtra,Kolhapur,16.69,74.24,549236,8219.63,374038.0,11.56
413,Ichalkaranji,Maharashtra,Kolhapur,16.71,74.46,287353,5765.51,374038.0,11.56
413,Satara,Maharashtra,Satara,17.69,74.0,120195,131.94,374038.0,11.56
413,Solapur,Maharashtra,Solapur,17.66,75.91,951558,5266.83,374038.0,11.56
413,Barshi,Maharashtra,Solapur,18.23,75.68,118722,76.99,374038.0,11.56
413,Ulhasnagar,Maharashtra,Thane,19.22,73.15,506098,38930.62,374038.0,11.56
413,Kalyan-Dombivli,Maharashtra,Thane,19.23,73.13,1247327,9094.62,374038.0,11.56
413,Bhiwandi Nizampur,Maharashtra,Thane,19.29,73.06,709665,inf,374038.0,11.56
413,Thane,Maharashtra,Thane,19.22,72.98,1841488,4603.72,374038.0,11.56
413,Malegaon,Maharashtra,Nashik,20.56,74.53,481228,264.7,374038.0,11.56
413,Mira-Bhayandar,Maharashtra,Thane,19.3,72.85,809378,10193.68,374038.0,11.56
413,Vasai-Virar City,Maharashtra,Thane,19.47,72.8,1222390,3216.82,374038.0,11.56
413,Nashik,Maharashtra,Nashik,20.0,73.79,1486053,1667.85,374038.0,11.56
413,Nanded Waghala,Maharashtra,Nanded,0.0,0.0,550439,inf,374038.0,11.56
413,Yavatmal,Maharashtra,Yavatmal,20.39,78.12,116551,104.25,374038.0,11.56
413,Chandrapur,Maharashtra,Chandrapur,19.97,79.3,320379,271.51,374038.0,11.56
413,Gondiya,Maharashtra,Gondiya,21.45,80.18,132813,200.32,374038.0,11.56
413,Nagpur,Maharashtra,Nagpur,21.15,79.08,2405665,10580.86,374038.0,11.56
413,Aurangabad,Maharashtra,Aurangabad,19.9,75.35,1175116,899.78,374038.0,11.56
413,Navi Mumbai Panvel Raigarh,Maharashtra,Raigarh,0.0,0.0,195373,inf,374038.0,11.56
413,Navi Mumbai,Maharashtra,Thane,19.02,73.02,1120547,inf,374038.0,11.56
413,Badlapur,Maharashtra,Thane,19.17,73.24,174226,4883.02,374038.0,11.56
457,Chandausi,Uttar Pradesh,Moradabad,28.45,78.77,114383,185.39,401787.0,5.0
457,Moradabad,Uttar Pradesh,Moradabad,28.84,78.8,887871,1175.99,401787.0,5.0
457,Sambhal,Uttar Pradesh,Moradabad,28.59,78.57,220813,254.39,401787.0,5.0
457,Shamli,Uttar Pradesh,Muzaffarnagar,29.45,77.31,107266,175.85,401787.0,5.0
457,Saharanpur,Uttar Pradesh,Saharanpur,29.96,77.55,705478,896.41,401787.0,5.0
457,Rampur,Uttar Pradesh,Rampur,28.8,79.0,325313,988.79,401787.0,5.0
457,Amroha,Uttar Pradesh,Jyotiba Phule Nagar,28.9,78.47,198471,313.05,401787.0,5.0
457,Khora,Uttar Pradesh,Ghaziabad,28.37,77.2,190005,19000.5,401787.0,5.0
457,Ghaziabad,Uttar Pradesh,Ghaziabad,28.67,77.45,1648643,3607.53,401787.0,5.0
457,Loni,Uttar Pradesh,Ghaziabad,28.75,77.28,516082,14745.2,401787.0,5.0
457,Modinagar,Uttar Pradesh,Ghaziabad,28.84,77.58,130325,495.53,401787.0,5.0
457,Baraut,Uttar Pradesh,Baghpat,29.17,77.43,103764,141.95,401787.0,5.0
457,Meerut,Uttar Pradesh,Meerut,28.98,77.71,1305429,1405.2,401787.0,5.0
457,Hapur,Uttar Pradesh,Ghaziabad,28.73,77.78,262983,695.72,401787.0,5.0
457,Noida,Uttar Pradesh,Gautam Buddha Nagar,28.57,77.32,637272,3139.27,401787.0,5.0
457,Shahjahanpur,Uttar Pradesh,Shahjahanpur,27.88,79.91,329736,316.45,401787.0,5.0
457,Sitapur,Uttar Pradesh,Sitapur,27.58,80.66,177234,209.0,401787.0,5.0
457,Lakhimpur,Uttar Pradesh,Kheri,27.95,80.78,151993,103.12,401787.0,5.0
457,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,29.47,77.7,392768,375.85,401787.0,5.0
457,Ballia,Uttar Pradesh,Ballia,25.76,84.15,104424,129.88,401787.0,5.0
457,Maunath Bhanjan,Uttar Pradesh,Mau,25.93,83.33,278745,544.42,401787.0,5.0
457,Azamgarh,Uttar Pradesh,Azamgarh,26.07,83.19,110983,191.68,401787.0,5.0
457,Lucknow,Uttar Pradesh,Lucknow,26.85,80.95,2817105,3003.31,401787.0,5.0
457,Firozabad,Uttar Pradesh,Firozabad,27.16,78.4,604214,1339.72,401787.0,5.0
457,Greater Noida,Uttar Pradesh,Gautam Buddha Nagar,28.47,77.5,102054,inf,401787.0,5.0
457,Bulandshahr,Uttar Pradesh,Bulandshahr,28.41,77.85,230024,305.48,401787.0,5.0
457,Khurja,Uttar Pradesh,Bulandshahr,28.25,77.85,121207,177.2,401787.0,5.0
457,Aligarh,Uttar Pradesh,Aligarh,27.9,78.07,874408,inf,401787.0,5.0
457,Hathras,Uttar Pradesh,Mahamaya Nagar,27.6,78.05,143020,290.69,401787.0,5.0
457,Mathura,Uttar Pradesh,Mathura,27.49,77.67,349909,324.59,401787.0,5.0
457,Agra,Uttar Pradesh,Agra,27.18,78.01,1585704,2920.27,401787.0,5.0
457,Akbarpur,Uttar Pradesh,Ambedkar Nagar,26.43,82.53,111447,183.0,401787.0,5.0
457,Faizabad,Uttar Pradesh,Faizabad,26.77,82.15,165228,388.77,401787.0,5.0
457,Sultanpur,Uttar Pradesh,Sultanpur,26.26,82.07,107640,140.34,401787.0,5.0
457,Deoria,Uttar Pradesh,Deoria,26.5,83.78,129479,139.68,401787.0,5.0
457,Gorakhpur,Uttar Pradesh,Gorakhpur,26.77,83.36,673446,801.72,401787.0,5.0
457,Basti,Uttar Pradesh,Basti,26.82,82.76,114657,138.31,401787.0,5.0
457,Banda,Uttar Pradesh,Banda,25.5,80.3,160473,362.24,401787.0,5.0
457,Fatehpur,Uttar Pradesh,Fatehpur,25.92,80.81,193193,118.38,401787.0,5.0
457,Allahabad,Uttar Pradesh,Allahabad,25.47,81.88,1168385,3830.77,401787.0,5.0
457,Rae Bareli,Uttar Pradesh,Rae Bareli,26.36,81.4,191316,3826.32,401787.0,5.0
457,Farrukhabad,Uttar Pradesh,Farrukhabad,27.39,79.59,276581,312.17,401787.0,5.0
457,Etawah,Uttar Pradesh,Etawah,26.81,79.0,256838,398.2,401787.0,5.0
457,Kanpur,Uttar Pradesh,Kanpur Nagar,26.45,80.33,2768057,2467.07,401787.0,5.0
457,Orai,Uttar Pradesh,Jalaun,25.98,79.47,190575,205.58,401787.0,5.0
457,Jhansi,Uttar Pradesh,Jhansi,25.44,78.57,505693,426.75,401787.0,5.0
457,Lalitpur,Uttar Pradesh,Lalitpur,24.69,78.41,133305,72.69,401787.0,5.0
457,Unnao,Uttar Pradesh,Unnao,26.54,80.49,177658,177.48,401787.0,5.0
457,Hardoi,Uttar Pradesh,Hardoi,27.4,80.13,197029,124.31,401787.0,5.0
457,Pilibhit,Uttar Pradesh,Pilibhit,28.63,79.8,127988,122.24,401787.0,5.0
457,Bareilly,Uttar Pradesh,Bareilly,28.35,79.4,904797,1242.85,401787.0,5.0
457,Budaun,Uttar Pradesh,Budaun,28.03,79.12,159285,137.2,401787.0,5.0
457,Mainpuri,Uttar Pradesh,Mainpuri,27.23,79.02,136557,134.54,401787.0,5.0
457,Shikohabad,Uttar Pradesh,Firozabad,27.11,78.58,107404,143.21,401787.0,5.0
457,Gonda,Uttar Pradesh,Gonda,27.13,81.96,114046,97.06,401787.0,5.0
457,Kasganj,Uttar Pradesh,Kanshiram Nagar,27.8,78.63,101277,171.37,401787.0,5.0
457,Bahraich,Uttar Pradesh,Bahraich,27.57,81.6,186223,214.05,401787.0,5.0
457,Mirzapur,Uttar Pradesh,Mirzapur,25.13,82.56,234871,202.48,401787.0,5.0
457,Etah,Uttar Pradesh,Etah,27.56,78.66,118517,94.81,401787.0,5.0
457,Ghazipur,Uttar Pradesh,Ghazipur,25.58,83.58,121020,178.5,401787.0,5.0
457,Mughalsarai,Uttar Pradesh,Chandauli,25.3,83.12,109650,inf,401787.0,5.0
457,Jaunpur,Uttar Pradesh,Jaunpur,25.75,82.7,180362,253.67,401787.0,5.0
457,Varanasi,Uttar Pradesh,Varanasi,25.32,82.99,1198491,1426.78,401787.0,5.0
